userName,content,score
Yuliana Romambo,Aplikasi sgt membantu.tq,5
Junior Pakpahan,Lemot nya minta ampun versi terbaru ini,2
Adi Hardiansah,Tolong jangan terlalu banyak maintenance ya soalnya saya cuma butuh m banking,5
Gendat Sales bocil,👍,5
Sisca Indriani,Aplikasi paling LEMOT sejagat,1
Fahri Audi,Agar Lebih easy tasking,4
test kucing,Parah Bank tidak layak operasional. pihak OJK HARUS EVALUASI KEMBALI KELAYAKAN BANK INI. CSO JAGO NGELES. SISTEM NYA BURUK.. SEMUA PRODUK WAJIB DI BUKA TIDAK BUKA BISA TRANSAKSI KATA CSO. ITU ATURAN BARUNYA. KACAU BANK MARUK,1
Moch Abdul Azis,LUUEEEMOOOTTTT BANGET,1
mohamad yasin,Praktis,5
Heri Sunaryo,Habis upgrade tapi malah susah akses. Dan layanan call center dari bs akses gratis jadi berbayar,1
rd ade,"Aplikasi payah, dari td muter2 aja mau transfer. Apalagi setelah itu disuruh telp 14041, payaahhh! Udah instal ulang 5 kali dalam sehari. Sdh kayak orang bego aja, mau transfer aja ruwet, susah.",1
Restuning Wulandari,Habis diupgrade malah lebih ribet prosedurnya,1
Fraldo Utama,Surat terbuka untuk CIMB kenapa update nya buat jadi sangat amat lambattttt sekalii,1
Feri Handi,Setelah upgrade terlalu lemot,1
Anto Anara,"Setelah melakukan pembaruan,,,makin lemot aja,loading,keluar sendiri,,tolong diperbaiki,mendingan versi yg lama,mudah dipahami",1
Super Bat,Agak susah untuk log in,3
Rizky Lesmana,Setelah di update knp gak bisa log in.why knp gini,1
Fahri Husyaeni,Semenjak abis perbaikan sistem jadi lemot dan suka keluar sendiri,5
orang nusantara,"Aplikasi bank yang sangat buruk. Jelek banget. Tidak berguna. Untuk login, sangat lemot. Call center seperti penyedot pulsa, pulsa habis banyak, untuk buka blokir user ID, cuma bisa dengerin suara mesin penjawab. Kalau gak punya karyawan memadai, ya tutup saja call center nya. Untuk buka blokir user ID yang terblokir ya mestinya cukup via verifikasi di website dengan otorisasi PIN ATM, PIN transaksi. Rasanya seperti nyesel udah download aplikasi gak berguna seperti ini. Sangat tidak bermutu",1
Aswan,Sering pembaruan terus,2
Fit ri,Semakin diperbaharui semakin error 🤦‍♀️,1
Khayfa Rayyan,Kapok.. kecewa bayar pake qris di marchent dana udah ketarik tapi di merchant gak masuk. Alhasil harus bayar cash pula. Udah diurus telpon cs sampe abis pulsa 45rb sampe sekarang udah 3 minggu dana belom balik.,1
Hidayatullah Zac,"Di upgrade malah bobrok, banyak bug",1
Emot thea,Semenjak di update apk minta login aja susah,3
R & R,"Gini ya cimb yg ter hormat,ini kan baru di update ya, bisa bikin yg lebih simpel gk sih, saya mau login aja bikin darah tinggi su, sok""an amat mau bikin apk lebih baik, tapi malah nyusahin customer. Gk usah ribet"" lah! tpln ke 14041 bukanya ngebantu, malah bikin emosi",1
andi farky,"Parah, minta diupdate, udah update malah gak bisa dibuka, suruh hubungi itu ini, malah ngerepotin",1
Zeyn Kamal,Sampahh. Mau login susah.,1
Khamidatul Munawaroh,Aplikasi buruk yang pernah aku punya mau login aja susahnya minta ampun apalagi buat transfer gagal gagal terus padahal sinyal udah bagus. Apalagi pada saat udah di update sama sekali ngga bisa masuk. Di update bukanya makin baik malah tambah buruk,2
Dias Anggara,"Pembaruan bukanya makin bagus, eh ini malah makin ruwettt pusing pusing Pye toh Ki kok ghetingg akuuu",1
papa marley,"Update yang gagal, susah digunakan",1
saepullah aseep,Di upgrade malah lemot Mana mau transaksi malah logout Gajelas,5
Afif Syafrudin,"Versi Terbaru sepertinya masih perlu SEGERA di update, saya tulis review ini 22.55 18 februari 2023. setelah susah payah mengingat userid (karna ssblm ada update an saya login with biomatrix id) muncul masalaag baru... aplikasi ini jadi super lemottttt. ini malah jd gak bs login, ayoo dong segera diperbaiki..",1
IFA DWITA,"Harus daftar ulang, data sudah diinput sesuai tapi keterangannya error terus",1
Wahyu Ibnu malik,Sudah di update malah lemot dan transfer aj gagal mulu bagai mana sih inj,1
Iseiya 28,Aplikasi baru kaya sampah.mau login aja susahnya minta ampun.malh ke blokir rekening ponsel saya,1
Anam Irul,Login terjadi kesalahan terus hadehh,1
Mamet Fattah,"Stlah pmbaruan jadi LEMOT, masuk apk juga sering ggal, mohon diperbaiki karena sebelum pmbaruan semuanya baik2 saja. Bintangnya tetap 1 jika tidak ada perbaikan.",1
Muhammad Jumhari,Hbis update malah gak bisa login,1
Rudi Harianto,"Aplikasi baru bikin kesel, transaksi jadi terhambat",1
Kirsu mania,Abis Update malah makin tolol.... Malah gak bisa login Kocak,1
Dian Ilmiyati 27,Ini kenapa setelah sy update malah g bisa digunakan apps nya padahal jaringan bagus..sy udah berkali2 login tapi eror terus,1
Asep Sisamada,"Habis di perbarui bukanya enak, malah ga bisa buka lemot bukan karna sinyal. Hapus langsung octo mobile",1
Mhmdikhsan,"Astaga ini aplikasi kenapa gajelas banget dah ngelag bener login ulang malah gagal terus, setelah diperbarui malah makin buruk",1
Andriyanto,"Saya kecewa setelah update malah lemot eror"" trus Mau log in susah bgt",1
Den Andrian,Eror terus,1
Wahyu Agung,"Setelah pembaruan sering maintance ndak kaya dulu""",1
tyan arista,Lholholholho habis update malah gak bisa login.. mana malem2 niat beli token malam gak masuk Wah membagongkan sekali ckckckc,1
Aan sodryan,Aplikasi update malah jadi bodoh,1
TKA 2D_ Aditya Rizqi Pratama,Di-update malah tambah gajelas,1
Syarif Hidayat,Fitur terbaru ta****,1
Muhammad Saleh,"Gimana sih aplikasinya pembaharun kok makin burik aja,jaringan bagus kok gak bisa2 aja mau transaksi",1
Alfans Prendika08,"Sulit buat aplikasi lemot..tf aj eror""trrus",1
Prasetyo Aji,Bug terus menerus ga bisa dipakai selesai update terbaru,3
Yatie Nur,"Aplikasinya tambah parah, lebih enkan yg dulu dari pda skrang, masa hp ram gw 8 buka aplikasi aja lemotnya minta ampun, gila ini aplikasi Klo kya gni cara nya aplikasi masih lemot aja mnding gw beralih k bank yg lain dah,",1
Chandra Bagus,Setelah pembaruan malah lemot banyak errornya,1
Saypul Hadi,"Ini sebenarnya niat gak sih, makin di update makin gak beres ni aplikasi Semakin update semakin parah",1
Aditia Irawan,Aplikasi yang baru ko begini ya gak bisa buat transaksi trus dan jga gak bisa ngambil uang Chas pake rekpon,1
Namo Wenas,Tolong sejak update malah susah. Sampai skg ga bisa masuk masuk. Heran?!,1
Anang Djoko,Setelah update malah ga bisa digunakan. Tolong pihak developer agar di trial & error dahulu sebelum launching. Kalo kyk gini mending ga usah update!,1
Novi adya,Gak bisa log in setelah aplikasi diupdate.. Kacau,1
Rahmanitya Kadipa,Kenapa pasca update makin ga respon ini app,2
tomy katilas,Ini kenapa ko uptudate jadi gak bisa buka mbaking nya,2
Selena X Publik,Abis updet malah gbsa login,1
Tina Sidauruk,Bangking nya baru di-update tapi kok malah makin lambat sekali kerja operasional nya dan itu sangat mengganggu kerja ku,1
Redi andan Sulindra,"Apk di update bukan semakin baik, malah semakin BURUK !!! Buat log-in aja sulit bgt, transfer pun selalu gagal karna saldo tdk mencukupi, padahal saldo cukup ANEH !!!!",1
Setio Yuliyanto,Setelah update aplikasi malahan jadi lemot mau top up e-wallet,2
Abdur Rouf,Kenapa setelah update susah buat login,1
Yulius,Ko beli pulsa udah kena potong ADM pulsa juga kena potong juga si,1
Nopi irfan,Abis du upgrade ko malah gajelas lemot payah,1
dedy kustianto,"Setelah di perbaharui malah tidak bisa di gunakan ,, terutama transfer",1
gede Sarjana,"Super lelet loadingnya mending yang lama, dijaman serba cepat ini kok makin lambat",1
Roby Purwanto,Di update naik versi bukannya cepet malah lelet apk nya super lelet jaringan bagus tapi apak nya lelet gak bisa buat transaksi,1
Edy Kurniawan,Setelah pembaruan jadi lemot. Dan tak bisa login,1
Veri Awan,Ampun dibuat aplikasiy.lemot x .. saat org butuh susah masuky..,1
Kartini Hafizhah,Jembutt,1
Ryanti Kaira,"Hbs di perbaharui mlh lemoot bgt..mlh tambah gak jls aplikasi nya..di perbaiki lg itu aplikasi..sangat "" mengecewakan",1
Bagus anang hananto,Ini kenapa aplikasinya force close trus,2
Gunawan Adi,Setelah di update ga bisa kebukaa. Force closed trusss ... Ga jelasss,1
Muzamil zamil,Di perbarui malah tambah jelek lemot pol buat login aja susah bangt,1
Dosmon Project,Mbanking butut,1
Wira Oey,Aplikasi yg sangat berguna... Sangat membantu saya dlm urusan moneyyyy... Thanxs CIMB NIAGA,5
Alim Rungkad,Bodohnya gak ada obat. Diabisin sendiri. Parah. Udah gitu lama banget ngebenerinnya.,1
Syahrul Ramadhan,"Semenjak diperbarui jadi lemot,Sering gabisa masukkkk ahh kecewa niiiii",1
Riset Official,"Mau transaksi tanpa kartu ga bisa,mau topup dana ga bisa,mau bayar listrik juga ga bisa...",1
Sigit Febrianto,"Setelah di perbaharui dengan data besar sekitar 40mb malah gak bisa login, sering keluar sendiri, duhh tolong dong mau gimana di pake nya,",1
yuli hkl,Saya jadi binggung dgn versi baru ini?,1
Andika Tryo Prasodjo,Aplikasi lemot,1
Feezy Gatot,Di up malah lemot tolong di optimalkan lagi,2
Yani Herlyani,Setelah di update malah jadi Bolot luar biasa... Kecewa banget ga bisa transaksi cuma loading terus menerus. Bukannya makin canggih malah tambah lambat dan mengesalkan!,2
Rachma Surachman,"Saya sudah lama loh pake octo mobile dan lncar2 ajah, tp Semenjak aplikasinya di suruh update dan langsung ku update, kenapa jadi gk nyaman yaa, lodingnya lama, trs mau transfer itu gagal terus, padahal signal nya mendukung kok, saldonya juga masih ada, Tolong di perbaiki yaa,",1
Dayu Vediyanto,"Kenapa di update,malah lemot tolong lah, sudah nyaman di aplikasi lama,malah di update malah lemot, tolong ngertiin perasaanku.",5
Nur Azka,Mau tf server tida merespon trus. Pembaruan makin aneh,3
Atika Zahra,Tolong bikin aplikasi yang simple Buat bayar2 mudah transfer mudah Hla ni loginya susah Kalo toh masuk mau buat bayar sesuatu dikasir error saldo tidak cukup malu maluin user ja ....,2
Fernando Rizki,Ini apknya kenapa suka delay muter ya ? Apkny yg berat apa hp saya yg jelek,1
Iswan Faturochman,Setelah di update malah jdi lemot parah !,2
WY RY (Waldy Rusmady),"Setelah pembaruan tampilan kenapa semakin lemot ya app nya, mohon ditingkatkan agar lebih ringan",3
irfan aji ismail,"Setelah maintenace & Update malah lemot, susah login, kalau berhasil login selalu aplikasi tidak menanggapi / For Close Tolong di perbaiki lg yaa",3
Muhammad Yoza22,setelah di update tambah susah.. tambah gk profesional,1
PSHT Rayon Dempelan,Bugis nya pol polan,5
Eko Marsaputra,Apikasi nya lelet bin lemot padahal sinyal udah 5G tetep aja lemot untuk transaksi pindah pindah menu nya,1
Aditya Rian,Apa cuman hp gua aja yg jadi kesusahan buka octo mobilenya? 😅😅,3
Nicomahendra Nico,"Aplikasinya lola bertransaksi apapun butuh kesabaran yg cukup menyita waktu,tidak seperti aplikasi fersi yg sebelumnya malah lancar jaya dan mudah di fahami",1
Muhamad Pauzipadilah,Versi baru nya jelek bgt,1
Rohmad Kurniawan,Setelah update malah lag... bagus versi lama,3
Andika Destapratama,"Dimana mana di update/pembaruan aplikasi makin bagus, ini malah makin menurun lemot pas transaksi erorr",1
Irwan Fahmi,Setelah update gak bisa di pke transaksi,1
hari achmad,Load datanya lama banget setelah update,1
Ferry Setiawan,Ko semenjak diupdate jadi eror mulu yah .,2
rezza wahid,Update makin lemot,3
William Fernando,"Ini gimana sih ribet bgt app minta passcode aja ga masuk masuk berkali kali minta, di perbarui itu makin baru bukan makin rusak, ada M banking itu untuk mempermudah bukan mempersulit, sialan bgt kalo ga butuh nasabah buka rekening kaga ush nyuruh marketing nyari nasabah! Tadinya baik baik aja pas di perbarui malah gini, emosi di saat penting malah di suruh update malah di suruh login ulang, malah disuruh nunggu pascode udh sejam!!! Gaush bodo, pulsa gua ada",1
Michael Julianto,Update ke versi baru jadi lemot parah duhhh... tolong balikin ke apps lamanya dong 😁🙏,1
Abdul Hopar,Sementara maintenance aplikasinya lemot gk bisa buat transaksi payah,1
Rudi Hartono,"Mantap bisa transaksi apa aja lewat octomobile, dan untuk fitur terbarunya ok banget siip dah.",5
Adzkia Farisi,"Untuk update trakhir ini lemot parah ,",1
rian Pahlevi,Update versi baru malah lola aplikasi nya,1
dian Zamidha,"Dengan Update terbaru, aplikasi lemot, transaksi error terus, tambah berat aplikasinya, mohon bisa dibenahi",1
Warung Mama,Ok,5
toko solo,Pembaruan tidak makin bagus tapi malah tidak bisa dibuat transfer notif eror sejak siang sampai malam,1
Hendrawan,Mau transfer sangat berbelit masa hrs hub. I dlu call centre 14014 pdhl sdh lama pke octo hny yg aplikasi lama diupgrade ke versi baru malahan tidak bisa melakukan transaksi mendingan pke versi yg lama aja tdk ribet dan cepat... Klo mau ganti versi permantap dlu secara internal dan pastikan spy tdk ada masalah baru dipasarkan ke konsumen,1
Waluyo Setiawan,Ok,5
Yogie S,Kenapa di update.. ga bs di buka lagi... Sangat merugikan waktu.. Mengecewakan,1
Rexsa Aditia,Gak jelas gak bisa transaksi,1
Muhammad Aroyan,"Update versi baru yang sekarang payah. Udah lemot, mau isi ulang pulsa aja ""permintaan anda tidak dapat di proses"" masih enakan versi lama walaupun kadang2 masih agak gak jelas tp gak separah yang update versi baru sekarang",1
Dhipa Assyhat,Abis update kmren kenapa jadi lemot bngt ya mau transaksi tidak dapat di proses mlu,2
Muhammad Azhari,"Tolong diperbaiki, baru update ga bisa² transaksi",3
Taufik Triyadi,Setelah diupdate tgl 18 Februari pengalaman sangat tidak mengenakkan. Lemot parah aplikasi yg baru,1
Khalif Z.R,"Di update malah ga bisa login, sekalinya login lemotnya minta ampun, sinyal bagus, bahkan sudah pakai wifi pula, masih aja muter mlllu, lebih baik versi sebelumnya, dari pada di update dengan tampilan baru, malah ga guna sama sekali....parahhh",1
Yusuf Kusumo,"Aneh anjg, gk bisa transaksi sama sekali, kalo begini gi mana? Gk bisa transaksi sama sekali, di update bukannya bener malah kg bisa ngapa2in",1
Ahmad Soleh,Aplikasi y terlalu lemot . atau berat,5
Emma Mawardi,Octo yg baru Di update bukan nya good malah bad! Susah login! Balikin aja ke Octo yg lama🥴,1
nopi anto,Makin kesini makin jlek banget buat login aja susah.a minta ampun .. sumpah ni aplikasi tambah parah makin ancur,1
Sayyid Al Arif,"ASTAGA, SEHARIAN MAU TOP UP E-WALLET AJA GA BISA2, RESE DAH APLIKASI BARU",1
Hesta maheswara,"hbs d update malah lemot bgt,mending sblm d update cepet g muter2",1
Ricardo Prawira,"Nyeselnya di update bukan makin baik, malah makin eror. Biasa login pakai sidik jari, ini diupdate menu login sidik jari tidak ada.",1
ardi rico,"di update malah makin parah,, lemot nya ampun daah,, dan gagal terus.. Tolong segera di perbaiki supaya custamer nyaman menggunakan nya..",1
alitz al-hakim,Setelah update malah makin lemot gagal login..dengan keterangan aplikasi tertutup karena masih memiliki bug..pulsa habis karenan passcode lambat dikirmnya,1
Haha Mello,"Aplikasi mbanking paling luemott,cuman aplikasi mbanking kebanyakan fitur yang useless",1
ANITA KHO,Lelet gak jelas app nya.selalu permintaan tdk bisa di proses.makin update makin jelek,1
TriDanang Oktafiano,Min knapa abis updet malah ga bisa login yah pdahal sinyal lancar tpi muter terus,3
Eko Agustiono,"Lebih parah apkikasi nya loading melulu ngga bisa kirim dengan cepat,,,,segera tolong diperbaiki",1
Said Zuniga,"Kenapa setelah update transaksi jadi susah??? Gagal trus, lemot juga??? Habis update harusya lebih bagus malah jd buang waktu tau ga.",1
Sodikin Dikin,Engga jelas muter2... terus guritanya... bkanya yg pusing gurita.. malah yg pusing saya.😇😇😇😇😇,1
Agung Wibowo,Update malah error,1
Yuyun nawangsih,Sangat kecewa sring minta upgrade tp malah bkin tambah lemot,1
Wisnu H,"update yang menyusahkan , seharian lumpuh ga bisa diapa2in..",1
Mas Arifin,"Barusan update per 18 feb 2023. Aplikasi sangat berat, masuk ke menu aja lama sekali. Beda sekali dengan yang sebelum update. Dan di bandingkan dengan layanan online perbankan sebelah. Juga masih sangat berat, lama. Lebih dari 2 menit hanya mau masuk menu, saat sudah di dalam menu pun saat ganti tampilan aksesnya juga lama.(diakses pakai jaringan wifi indihome dan 4G telkomsel) Pengembang aplikasi nya harus berimprovement biar lebih cepat, safety terjaga dan gampang di gunakan.",3
Suryanto _,Apk lemot dan lambat sekali,2
Kennedi Siahaan,Sy suka octo mobile,5
Penthor 1945,Terima kasih octo tuk saat ini sudah dipermudah untuk login tranfer dll nya,5
heru wardono,"update aplikasi ngga friendly, bikin lemot",1
Agus Mulyana,Ko susah log in ya setelah di update malah keluar sendiri terus,4
Maryanah Yanah,"Di update malah ga jelas,ga bisa tf...mo pake wi-fe apa pake data ga bisa juga...coba di cek sendiri mendingan yg sebelumnya...jd bikin repot orang yg usaha dari tansaksi cimb...parah...",1
Sahrul Grab,Apk baru malah lemot.,1
Rakka Aditya pradiwa,Ini kenapa setelah pembaharuan ko apk Octo mobile nya jadi lambat gini..utuk melakukan transaksi jadi sulit..? TF aja susah ? Gimana kalau dengan urusan urgent? Tolong dong sudah nyaman dengan yang sebelumnya,1
Windra Win,Versi baru lemot kebanyakan tutorial ribet lemottt lemottttttt ribeeetttt,1
Zaifian z,Koq tambah lelet,2
budi grab,Terlalu berat .....lambat dan lemot sekali,1
irfansah edi rahman,"Setelah diperbaharui menjadi berat,susah buat transaksi. Mohon diperbaiki secepatnya",1
jhoni syahputra,setelah di perbarui kq jadi lemot gimna cuma muter2 terus.,2
imam fauzi,Agak lemot,5
Nastasha Anggie Surjadi,Lemot sekali aplikasinya.,1
Andri An,"Mau login eror,di minta hubungi cs,tp juga pakai pulsa kita,,aplikasi g becus",1
Jurkoni Joni,Di perbaharui bukan nya bagus malah nambah ancur,1
yunti fsi,"upgrade versi baru malah ga bisa di gunakan, padahal versi sebelumnya lancar lancar aja, sekarang udah lemot ga bisa di pakai transaksi.. KECEWA dengan upgrade versi baru",1
Amun Fals,"Hari ini tgl 18-02-2023 di wajib kan upgrade fitur baru.. Setelah sya coba,, bner2 lemot.. Mending ga usah di upgrade,, tpi di wajib kan. Tolong donk jgn pake lemot bgt ni aplikasi.. Jaringan lancar juga percuma.",1
Zoel Fahmy,Ini aplikasi bisa di gunain gak .lemotnya parah bener habis di upgrade. Mana lagi butuh mlah kaya gini apk nya,1
anies paramita,"Setelah di update knp sangat lemot, login lama banget. Kembalikan seperti yg dulu lagi",1
Deddy Permadi,"Abis di upgrade jadi bapuk,mau login aja kaga bisa,payah dah it nya, tuker aja sama anak rental, aplikasi mau login aja ga bisa",1
Ibu AH,Abis pembaruan kaga danta lemot parah gak bisa di pake apa apa . Jadi ribet!!!,1
Ay Irawan,"Aplikasi terbaru jadi tidak bisa digunakan, loading terlalu lama, ujung-ujungnya transaksi gagal. Lebih mudah dan simpel sebelum di update.",1
wulan sari,Kenapa di perbarui malah error' Mulu..,1
Bahandi Sheva,Update malah lemot lurrrr,2
Botak Gaming,Makin lemot abis update suu,1
A M SALINE (Sahlan),"Berat banget abis di Update ke tampilan baru, loadingnya lama. Bad Upgrade.",2
Zen Nunot,setelah di updte kenpa jadi susah login,1
Ishafira Putri,Baru di update langsung eror.. aplikasi sangat rumit kurang efisien.. pake 4 mobile banking di hp yg sama cuma octo mobile yang paling bikin emosi,1
DxD Shinone,"Makin di update makin ngaco aja ni , tolong di perbaiki dong",1
Via oktaviani,"Kok setelah di upgrade Octo mobile nya jadi ngga bisa digunakan sih ka, di keluar"" terus ngga bisa log in , sekalinya bisa log in ngga bisa transaksi.. Mohon penjelasannya ka saya harus bagaimana🙏🏻",4
Yosep Hermawan,"Habis update aplikasi baru, dengan tampilan baru saat ini 18 February 2023 kenapa sangat lemot sekali aplikasi nya jadi? Juga utk segala pembayaran dan transaksi. Payah !! Mau login awal aja ketika masukkan userid error hampir puluhan kali. Dicoba maleman baru bisa login, namun tetap sangat sangat lambat !!",1
Langkah Kedepan,Update malah rusakkkkk,1
M. Syahrir,Saya anulir bintang 5 nya. Aplikasi yang baru malah tambah berat. Butuh berjam-jam untuk bisa login apk nya.,1
Sugi Janto,Lemot banget mau isi e wallet aja kelamaan,1
jinan fishing,"Diupdate malah lemot,gagal mulu kalo mao trf,,,, Bukan makin bagus malah makin jelek",1
Tyas Rustin,Lemot ya jdnya nih octo yang baru di update,2
Cahya Kristiohadi,"Aduh di update kok malah ga bisa di pake, hp terdeteksi di root peringatanya, pafahal mah hp ga di apa apain",1
Andri Wela,"Habis pembaruan makin ga lancar , loading lama transaksi gagal terus ...",1
Fransisco S,"baru update, malah gak bisa login, terlalu banyak gaya, mending biasa aja tapi lancar. ngirim uang gak bisa, top up ewallet gak bisa... 🤣🤣🤣",1
Muh Tadi,Habis di perbaharui malah super parah lemotnya dan traksaksi top up ke dana gagal terus Tolong sebelum upgrade uji coba dlu jgn lngsung meluncur...lemotnya super duper parah,1
Nur Fitriana,"Di upgrade bukannya makin bagus, malah buruk.",1
Muhammad Ridwan,"IT nya super duber oncom,blm siap sm fitur baru udah maen di luncurin aja,alhasil semua nya kacau,jangan kan mau transaksi mau login aja ngak bisa masuk,klo mau apa2 di pikirin dulu,jangan asal asalan,nasabah mau transaksi,mau ke ATM juga jarang kan ada ATM CIMB.Cepet di benerin jangan nyantai2 aja.",1
Budiyono,"sumpah!!!... baru kali ini nyusahin.. log in aja susah, begitu bisa masuk nggak bisa isi Gopay, tolong dong, klau belum siap dengan fitur baru jangan dirilis dulu, kesel bikin kesel aja..",5
Caesar Akhbar,"Di update versi 3.00 malah lemot banget dah gitu gagal terus transaksinya hadeeh bukan ya makin bagus malah makin mundur maaf sebelumya bagusan yg sebelumnya sat set sat set,gagal bayar cicilan ini saya jadi ya mau mudah malah dipersulit,sebelum bikin aplikasi memangnya tidak dicoba dulu ya,kaya orang baru belajar bikin aplikasi aja",1
Rehan nih,Setelah di perbarui masih lelet blm normal kembali,3
Babas Asegaf,Di perbaharui bukan menbaik malah acur,2
Agus Sultoni,Kenapa performa turun. Terpaksa saya turunkan langsung 1 bintang. Tadi bagus diawal semuanya lancar. Begitu tf kedua saya konfirmasi pin saya tapi selalu gagal. Sampe 3 kali ulang masih konfirmasi gagal. Knpa bisa begitu,1
karim09_ official,Gak guna update versi malah gak bisa dipake,1
Anton Anton,Good,5
Nvx 21,"apk yang sangat memperihatin kan,komen jelek semua apa tidak ad inisiatif untuk memperbaiki nya,update terus kinerja malah semakin buruk",1
Alan Aji,Ini kenapa habis diupdate malah jadi gabisa masuk ya? Mental keluar trs,2
Vanis Teroy,Aplilasi y bagus penampilanya tapi sayang lemmut lama loding y g kyak bri bca cepet bintang ya,4
saidin ali,Semoga lebih cepat lagi loding nya,5
Dwi Novianti,Setelah di update ko jadi lemoottt bangettt,1
Mahendra Yoga,Setelah update tidak bisa login selalu error,1
Alexi Denova,Habis update kenapa semakin lemot😭😭😭 serius gk sih buat aplikasi😤,1
Nana Harnaedi,"Apk nya jd jelek transaksi gagal terus,lemot respon nya,masih mendingan yg lama simple dan cepat untuk transaksi apapun,klu yg skrng mah menurut sy sangat tidak epektif",2
inisiboi 801,versi baru EROR,1
Beni Saputra,"Mudah, simple dan gak pake ribet...",5
Dendy Konimonn,Udah di update malah tambah ruwet nih apk mana buffer terus gabisa login,1
arra widiy,Setelah update ga bisa log in. Interface fingerprint ga ada. Versi 3.0.0 payah,1
SARJANA MUDA chanel,Tidak bisa transaksi setelah di upgrade,1
MULIAWAN SUHARSONO,Good,5
Hermanto,Setelah di upgret mlhn tambah lemot ketika mau login semoga admin segera memperbaikinya,1
Arip Nurjaman,"Aplikasi bodoh, di update malah makin lemot kaga jelas",1
Patma Rohayani,"Aduh update bukanya membantu malah mangkin ribet aj , padahal sinyal bgus tp kok ngeleg bgt",1
Muhamad Amsor,"Saya kecewa masa sudah d perbahrui tidak bs d buka,",1
Laila Sindi fatmala,Kembaliin menu semula aja gak guna diperbarui juga SANGAT LELET orang butuh cepet juga kayanya gak ngebantu ada mbankin ini.keburu sekarat duluan..login nya lama padahal pake wify dan selalu eror emosi saya greget gak guna,1
Apep patur rohmat,Tiap mau transper gagal terus mau top up e wallet sama gagal terus kecewa banget pake bank ini,1
Dadan Ramdani,"Sudah di update bukannya lancar malah tambah lemot, parah",1
Silvia Nora,Tolong perhatikan kebutuhan nasabah. Ini sudah 24 jam perbaikan aplikasi masih tidak bisa di gunakan? Memang milih IT yg tidak profresional apa.. masalah keuangan ini sensitif,1
Regi permana,"Update versi terbaru bukannya memudahkan malah loading lama banget, tolong lah diperbaiki lagi.",2
yoga Mujaidun,Lemot tidak bisa login,1
Abu Hamzah,SERBA LAMBAT. SISTEM BOBROK,1
Muhammad Yusuf,"Serba lama, bukan nya makin enak malah makin bikin enek",1
eric Setiawan,"Ini perbarui versi terbaru kenapa makin lama buka aplikasi dan menu lainnya. Dan saya mau buat cicilan kartu kredit juga tidak update. Ada apa sama cimb? Saya pengguna setia kk cimb, kalau begini lebih baik pindah ke bank lain.",1
Mario Admaza,Kurang lancar app nya,5
Andika Rondonuwu,good,5
Anto Az,Lemot aplikasi yang baru kelamaan loading,1
symfonia iaiqi,"Aplikasinya setelah diperbarui mengapa jadi lemot, makin berat seperti servernya down, hadeh bukannya makin bagus malah makin jelek, padahal sudah 9 tahun menggunakan😏🤬",1
yani gyantra,Hbs pembaruan malah susah transaksi gagal coba lagi trus....lebih mudah yg lama cimb niaga aku kecewaaaaaaaa,1
Aufar Zikri,Ini abis update kenapa jadi ngelag bgt aplikasinya,1
Tedy Nurwanto,"Abis upgrade jadi lemot banget, susah dibuka'y",1
samuel simanjuntak,Update yg baru lemot lemot lemot. Sakit kepala menggunakannya.,1
Tara Ken,"Ini gimana sih, aplikasi semakin diperbarui kok malah semakin ribet masuknya. Eror trs padahal sinyal saya super lancar, mau login aja gabisa terus. Harusnya semakin kesini aplikasinya semakin memudahkan dong, bukannya semakin bikin susah. Dari dulu uda kasih masukan, tp percuma kayanya, mgkn sebaiknya rekening sy di niaga sy tutup saja.",1
Rull,"Pengalaman untuk update terbaru 18 Februari 2023 sangat jelek. Loading lebih lama padahal jaringan internet saya bagus, sudah ganti koneksi via Wi-Fi juga tetap lemot. Artinya memang dari aplikasi nya yg lambat bukan dari jaringan saya atau Wi-Fi saya yg lemot. Lebih bagus versi sebelumnya yg sebelum di update pada 16 Februari 2023 ke belakang daripada versi 18 Februari 2023 sekarang. Tolong di bantu agar saat loading nya di percepat supaya transaksi lebih budah, itu gunanya ada M-banking.!",1
Aziz 33,"Bagus sih bagus uxnya cuman pliss lah itu koneksi serasa 2g lelet amat mau login muter"" mulu gimana mau pake",2
Januar Achdian,Transaksi jadi lemot,2
Yusuf Bagja,"Yang lagi dlm posisi darurat terus buka apk octo mobile,semoga tetap disabarkan yaa😁",2
Elvan,"Ini gimana sih abis update mau log in susah amat, passcode ga muncul, giliran muncul ada kesalahan terus paraahhhhh",1
Yopi,Lemottttttt sekali susah untuk login,1
Muhammad Rifai,Setelah update paksa ganti tampilan jadi lama banget login nya,1
elga Gae,"setelah di update kenapa jd tdk bisa digunakan ya , loading lama dan ga bisa utk transaksi, mau ganti pasword atau user aja gabisa . tolong segera di perbaiki😑",1
Dewi zam,Update mlh jelek banget ni aplikasi bkn memudahkan.tpi mnyusahkan....pdhal yg kmarin tu bgus...knpa hrus update...bisa pd kabur nasabah gini cara nya mh....,1
Fhaka Satya andika,Gabisa narik gabisa tf apk lemot banget ampu n dah!!! Gajelas,1
Yolanda Rena,Setelah perbaikan sistem dengan tema yang berbeda dr sebelumnya malah jadi lemot keluar keluar sendiri ke logout membuat transaksi jadi terhambat dan buang buang waktu. Tolong di perbaiki lagi sistemnya agar lebih nyaman dalam penggunaanya,5
